theta1_deg,theta2_deg,m00_id1_mcp_delta_mm,m01_id2_mcp_delta_mm,m02_id3_mcp_routing_delta_mm,m03_id4_mcp_routing_delta_mm,m00_id1_invalid_mask,m01_id2_invalid_mask,m02_id3_invalid_mask,m03_id4_invalid_mask
-15.4,67.4,-4.964646,-9.002714,-4.767716,6.515651,0,0,0,0
-15.4,67.6,-4.985105,-9.022738,-4.791532,6.539704,0,0,0,0
-15.4,67.8,-5.005562,-9.042762,-4.815388,6.563799,0,0,0,0
-15.4,68.0,-5.026020,-9.062784,-4.839286,6.587935,0,0,0,0
-15.4,68.2,-5.046477,-9.082806,-4.863225,6.612113,0,0,0,0
-15.4,68.4,-5.066935,-9.102825,-4.887205,6.636331,0,0,0,0
-15.4,68.6,-5.087391,-9.122845,-4.911226,6.660590,0,0,0,0
-15.4,68.8,-5.107848,-9.142862,-4.935287,6.684890,0,0,0,0
-15.4,69.0,-5.128305,-9.162879,-4.959389,6.709230,0,0,0,0
-15.4,69.2,-5.148761,-9.182894,-4.983531,6.733611,0,0,0,0
-15.4,69.4,-5.169217,-9.202909,-5.007713,6.758032,0,0,0,0
-15.4,69.6,-5.189673,-9.222921,-5.031936,6.782493,0,0,0,0
-15.4,69.8,-5.210128,-9.242933,-5.056198,6.806994,0,0,0,0
-15.4,70.0,-5.230584,-9.262944,-5.080500,6.831535,0,0,0,0
-15.4,70.2,-5.251039,-9.282953,-5.104842,6.856115,0,0,0,0
-15.4,70.4,-5.271521,-9.302962,-5.129222,6.880735,0,0,0,0
-15.4,70.6,-5.292055,-9.322969,-5.153643,6.905394,0,0,0,0
-15.4,70.8,-5.312644,-9.342975,-5.178102,6.930092,0,0,0,0
-15.4,71.0,-5.333285,-9.362980,-5.202600,6.954829,0,0,0,0
-15.4,71.2,-5.353980,-9.382983,-5.227138,6.979605,0,0,0,0
-15.4,71.4,-5.374727,-9.402986,-5.251714,7.004419,0,0,0,0
-15.4,71.6,-5.395527,-9.422987,-5.276329,7.029272,0,0,0,0
-15.4,71.8,-5.416380,-9.442986,-5.300982,7.054163,0,0,0,0
-15.4,72.0,-5.437286,-9.462985,-5.325673,7.079093,0,0,0,0
-15.4,72.2,-5.458244,-9.482983,-5.350402,7.104060,0,0,0,0
-15.4,72.4,-5.479255,-9.502979,-5.375169,7.129065,0,0,0,0
-15.4,72.6,-5.500318,-9.522974,-5.399974,7.154107,0,0,0,0
-15.4,72.8,-5.521432,-9.542968,-5.424817,7.179187,0,0,0,0
-15.4,73.0,-5.542600,-9.562961,-5.449697,7.204304,0,0,0,0
-15.4,73.2,-5.563818,-9.582952,-5.474615,7.229459,0,0,0,0
-15.4,73.4,-5.585089,-9.602942,-5.499571,7.254650,0,0,0,0
-15.4,73.6,-5.606411,-9.622931,-5.524567,7.279878,0,0,0,0
-15.4,73.8,-5.627785,-9.642918,-5.549601,7.305142,0,0,0,0
-15.4,74.0,-5.649210,-9.662905,-5.574673,7.330443,0,0,0,0
-15.4,74.2,-5.670687,-9.682904,-5.599783,7.355781,0,0,0,0
-15.4,74.4,-5.692215,-9.702950,-5.624931,7.381154,0,0,0,0
-15.4,74.6,-5.713794,-9.723043,-5.650117,7.406563,0,0,0,0
-15.4,74.8,-5.735424,-9.743183,-5.675341,7.432008,0,0,0,0
-15.4,75.0,-5.757104,-9.763369,-5.700602,7.457489,0,0,0,0
-15.4,75.2,-5.778835,-9.783601,-5.725900,7.483004,0,0,0,0
-15.4,75.4,-5.800617,-9.803880,-5.751235,7.508555,0,0,0,0
-15.4,75.6,-5.822449,-9.824204,-5.776607,7.534141,0,0,0,0
-15.4,75.8,-5.844332,-9.844576,-5.802015,7.559762,0,0,0,0
-15.4,76.0,-5.866265,-9.864993,-5.827460,7.585417,0,0,0,0
-15.4,76.2,-5.888247,-9.885456,-5.852942,7.611107,0,0,0,0
-15.4,76.4,-5.910280,-9.905965,-5.878459,7.636831,0,0,0,0
-15.4,76.6,-5.932363,-9.926519,-5.904012,7.662590,0,0,0,0
-15.4,76.8,-5.954495,-9.947119,-5.929601,7.688382,0,0,0,0
-15.4,77.0,-5.976677,-9.967765,-5.955225,7.714209,0,0,0,0
-15.4,77.2,-5.998908,-9.988456,-5.980885,7.740068,0,0,0,0
-15.4,77.4,-6.021189,-10.009192,-6.006580,7.765962,0,0,0,0
-15.4,77.6,-6.043518,-10.029973,-6.032310,7.791888,0,0,0,0
-15.4,77.8,-6.065897,-10.050799,-6.058074,7.817847,0,0,0,0
-15.4,78.0,-6.088325,-10.071671,-6.083873,7.843840,0,0,0,0
-15.4,78.2,-6.110801,-10.092587,-6.109706,7.869864,0,0,0,0
-15.4,78.4,-6.133326,-10.113548,-6.135574,7.895922,0,0,0,0
-15.4,78.6,-6.155899,-10.134554,-6.161476,7.922011,0,0,0,0
-15.4,78.8,-6.178521,-10.155603,-6.187411,7.948133,0,0,0,0
-15.4,79.0,-6.201191,-10.176698,-6.213379,7.974287,0,0,0,0
-15.4,79.2,-6.223909,-10.197837,-6.239381,8.000472,0,0,0,0
-15.4,79.4,-6.246675,-10.219020,-6.265417,8.026689,0,0,0,0
-15.4,79.6,-6.269489,-10.240247,-6.291484,8.052937,0,0,0,0
-15.4,79.8,-6.292351,-10.261518,-6.317585,8.079216,0,0,0,0
-15.4,80.0,-6.315260,-10.282833,-6.343719,8.105526,0,0,0,0
-15.4,80.2,-6.338217,-10.304192,-6.369884,8.131866,0,0,0,0
-15.4,80.4,-6.361220,-10.325594,-6.396082,8.158237,0,0,0,0
-15.4,80.6,-6.384272,-10.347039,-6.422312,8.184639,0,0,0,0
-15.4,80.8,-6.407370,-10.368528,-6.448573,8.211070,0,0,0,0
-15.4,81.0,-6.430514,-10.390060,-6.474866,8.237532,0,0,0,0
-15.4,81.2,-6.453706,-10.411636,-6.501190,8.264023,0,0,0,0
-15.4,81.4,-6.476944,-10.433255,-6.527545,8.290544,0,0,0,0
-15.4,81.6,-6.500229,-10.454917,-6.553931,8.317094,0,0,0,0
-15.4,81.8,-6.523560,-10.476621,-6.580348,8.343673,0,0,0,0
-15.4,82.0,-6.546937,-10.498368,-6.606795,8.370280,0,0,0,0
-15.4,82.2,-6.570360,-10.520158,-6.633273,8.396916,0,0,0,0
-15.4,82.4,-6.593829,-10.541989,-6.659780,8.423581,0,0,0,0
-15.4,82.6,-6.617343,-10.563865,-6.686317,8.450274,0,0,0,0
-15.4,82.8,-6.640904,-10.585781,-6.712884,8.476995,0,0,0,0
-15.4,83.0,-6.664509,-10.607739,-6.739480,8.503744,0,0,0,0
-15.4,83.2,-6.688160,-10.629741,-6.766105,8.530520,0,0,0,0
-15.4,83.4,-6.711856,-10.651783,-6.792759,8.557324,0,0,0,0
-15.4,83.6,-6.735598,-10.673868,-6.819442,8.584156,0,0,0,0
-15.4,83.8,-6.759384,-10.695993,-6.846154,8.611013,0,0,0,0
-15.4,84.0,-6.783214,-10.718162,-6.872893,8.637898,0,0,0,0
-15.4,84.2,-6.807089,-10.740371,-6.899661,8.664809,0,0,0,0
-15.4,84.4,-6.831009,-10.762621,-6.926456,8.691747,0,0,0,0
-15.4,84.6,-6.854973,-10.784912,-6.953279,8.718711,0,0,0,0
-15.4,84.8,-6.878981,-10.807244,-6.980130,8.745700,0,0,0,0
-15.4,85.0,-6.903033,-10.829618,-7.007008,8.772716,0,0,0,0
-15.4,85.2,-6.927128,-10.852032,-7.033912,8.799756,0,0,0,0
-15.4,85.4,-6.951268,-10.874486,-7.060843,8.826821,0,0,0,0
-15.4,85.6,-6.975451,-10.896981,-7.087801,8.853912,0,0,0,0
-15.4,85.8,-6.999677,-10.919518,-7.114785,8.881027,0,0,0,0
-15.4,86.0,-7.023946,-10.942093,-7.141795,8.908167,0,0,0,0
-15.4,86.2,-7.048258,-10.964709,-7.168831,8.935331,0,0,0,0
-15.4,86.4,-7.072614,-10.987365,-7.195892,8.962520,0,0,0,0
-15.4,86.6,-7.097012,-11.010061,-7.222979,8.989732,0,0,0,0
-15.4,86.8,-7.121452,-11.032797,-7.250090,9.016967,0,0,0,0
-15.4,87.0,-7.145935,-11.055573,-7.277226,9.044227,0,0,0,0
-15.4,87.2,-7.170460,-11.078387,-7.304388,9.071508,0,0,0,0
-15.4,87.4,-7.195027,-11.101241,-7.331573,9.098813,0,0,0,0
-15.4,87.6,-7.219636,-11.124134,-7.358782,9.126141,0,0,0,0
-15.4,87.8,-7.244287,-11.147067,-7.386015,9.153491,0,0,0,0
-15.4,88.0,-7.268980,-11.170038,-7.413272,9.180863,0,0,0,0
-15.4,88.2,-7.293714,-11.193048,-7.440553,9.208258,0,0,0,0
-15.4,88.4,-7.318490,-11.216098,-7.467856,9.235674,0,0,0,0
-15.4,88.6,-7.343306,-11.239185,-7.495183,9.263111,0,0,0,0
-15.4,88.8,-7.368163,-11.262312,-7.522532,9.290569,0,0,0,0
-15.4,89.0,-7.393061,-11.285476,-7.549903,9.318049,0,0,0,0
-15.4,89.2,-7.418000,-11.308679,-7.577297,9.345550,0,0,0,0
-15.4,89.4,-7.442979,-11.331919,-7.604713,9.373071,0,0,0,0
-15.4,89.6,-7.467999,-11.355198,-7.632150,9.400612,0,0,0,0
-15.4,89.8,-7.493058,-11.378514,-7.659609,9.428173,0,0,0,0
-15.4,90.0,-7.518158,-11.401868,-7.687088,9.455753,0,0,0,0
-15.2,0.0,1.916879,-2.175814,0.688754,0.870827,0,0,0,0
-15.2,0.2,1.896368,-2.196093,0.676547,0.885068,0,0,0,0
-15.2,0.4,1.875857,-2.216370,0.664342,0.899446,0,0,0,0
-15.2,0.6,1.855347,-2.236647,0.652139,0.913688,0,0,0,0
-15.2,0.8,1.834836,-2.256924,0.639937,0.927916,0,0,0,0
-15.2,1.0,1.814326,-2.277200,0.627738,0.942131,0,0,0,0
-15.2,1.2,1.793816,-2.297476,0.615541,0.956331,0,0,0,0
-15.2,1.4,1.773306,-2.317751,0.603346,0.970517,0,0,0,0
-15.2,1.6,1.752796,-2.338026,0.591154,0.984687,0,0,0,0
-15.2,1.8,1.732286,-2.358300,0.578800,0.998841,0,0,0,0
-15.2,2.0,1.711777,-2.378574,0.566585,1.012979,0,0,0,0
-15.2,2.2,1.691267,-2.398847,0.554371,1.027101,0,0,0,0
-15.2,2.4,1.670758,-2.419120,0.542157,1.041205,0,0,0,0
-15.2,2.6,1.650248,-2.439392,0.529943,1.055291,0,0,0,0
-15.2,2.8,1.629739,-2.459664,0.517730,1.069359,0,0,0,0
-15.2,3.0,1.609230,-2.479935,0.505517,1.083408,0,0,0,0
-15.2,3.2,1.588721,-2.500206,0.493306,1.097607,0,0,0,0
-15.2,3.4,1.568212,-2.520477,0.481095,1.111656,0,0,0,0
-15.2,3.6,1.547704,-2.540746,0.468886,1.125689,0,0,0,0
-15.2,3.8,1.527195,-2.561016,0.456678,1.139706,0,0,0,0
-15.2,4.0,1.506686,-2.581285,0.444472,1.153707,0,0,0,0
-15.2,4.2,1.486178,-2.601553,0.432267,1.167692,0,0,0,0
-15.2,4.4,1.465670,-2.621821,0.420064,1.181658,0,0,0,0
-15.2,4.6,1.445161,-2.642088,0.407863,1.195608,0,0,0,0
-15.2,4.8,1.424653,-2.662355,0.395665,1.209538,0,0,0,0
-15.2,5.0,1.404145,-2.682621,0.383468,1.223450,0,0,0,0
-15.2,5.2,1.383638,-2.702887,0.371274,1.237343,0,0,0,0
-15.2,5.4,1.363130,-2.723153,0.359083,1.251216,0,0,0,0
-15.2,5.6,1.342622,-2.743418,0.346723,1.265069,0,0,0,0
-15.2,5.8,1.322115,-2.763682,0.334508,1.279057,0,0,0,0
-15.2,6.0,1.301607,-2.783946,0.322294,1.292904,0,0,0,0
-15.2,6.2,1.281100,-2.804209,0.310080,1.306736,0,0,0,0
-15.2,6.4,1.260593,-2.824472,0.297866,1.320550,0,0,0,0
-15.2,6.6,1.240086,-2.844734,0.285653,1.334346,0,0,0,0
-15.2,6.8,1.219579,-2.864996,0.273441,1.348125,0,0,0,0
-15.2,7.0,1.199072,-2.885257,0.261230,1.361884,0,0,0,0
-15.2,7.2,1.178566,-2.905518,0.249020,1.375625,0,0,0,0
-15.2,7.4,1.158059,-2.925778,0.236811,1.389347,0,0,0,0
-15.2,7.6,1.137553,-2.946038,0.224603,1.403048,0,0,0,0
-15.2,7.8,1.117046,-2.966297,0.212397,1.416729,0,0,0,0
-15.2,8.0,1.096540,-2.986555,0.200193,1.430389,0,0,0,0
-15.2,8.2,1.076034,-3.006814,0.187991,1.444028,0,0,0,0
-15.2,8.4,1.055528,-3.027071,0.175790,1.457791,0,0,0,0
-15.2,8.6,1.035022,-3.047328,0.163592,1.471421,0,0,0,0
-15.2,8.8,1.014517,-3.067585,0.151396,1.485034,0,0,0,0
-15.2,9.0,0.994011,-3.087841,0.139203,1.498629,0,0,0,0
-15.2,9.2,0.973506,-3.108096,0.127012,1.512205,0,0,0,0
-15.2,9.4,0.953000,-3.128351,0.114646,1.525762,0,0,0,0
-15.2,9.6,0.932495,-3.148606,0.102432,1.539299,0,0,0,0
-15.2,9.8,0.911990,-3.168859,0.090217,1.552817,0,0,0,0
-15.2,10.0,0.891485,-3.189113,0.078004,1.566315,0,0,0,0
-15.2,10.2,0.870980,-3.209366,0.065790,1.579791,0,0,0,0
-15.2,10.4,0.850475,-3.229618,0.053577,1.593247,0,0,0,0
-15.2,10.6,0.829971,-3.249870,0.041366,1.606680,0,0,0,0
-15.2,10.8,0.809466,-3.270121,0.029155,1.620092,0,0,0,0
-15.2,11.0,0.788962,-3.290372,0.016945,1.633481,0,0,0,0
-15.2,11.2,0.768458,-3.310622,0.004736,1.647020,0,0,0,0
-15.2,11.4,0.747954,-3.330872,-0.007471,1.660403,0,0,0,0
-15.2,11.6,0.727450,-3.351120,-0.019676,1.673767,0,0,0,0
-15.2,11.8,0.706946,-3.371369,-0.031880,1.687111,0,0,0,0
-15.2,12.0,0.686442,-3.391617,-0.044082,1.700436,0,0,0,0
-15.2,12.2,0.665938,-3.411865,-0.056282,1.713741,0,0,0,0
-15.2,12.4,0.645435,-3.432112,-0.068479,1.727026,0,0,0,0
-15.2,12.6,0.624932,-3.452358,-0.080674,1.740289,0,0,0,0
-15.2,12.8,0.604428,-3.472604,-0.092867,1.753532,0,0,0,0
-15.2,13.0,0.583925,-3.492849,-0.105057,1.766752,0,0,0,0
-15.2,13.2,0.563422,-3.513093,-0.117429,1.779951,0,0,0,0
-15.2,13.4,0.542919,-3.533338,-0.129644,1.793127,0,0,0,0
-15.2,13.6,0.522417,-3.553581,-0.141858,1.806280,0,0,0,0
-15.2,13.8,0.501914,-3.573824,-0.154072,1.819576,0,0,0,0
-15.2,14.0,0.481412,-3.594067,-0.166285,1.832721,0,0,0,0
-15.2,14.2,0.460909,-3.614308,-0.178497,1.845847,0,0,0,0
-15.2,14.4,0.440407,-3.634550,-0.190709,1.858954,0,0,0,0
-15.2,14.6,0.419905,-3.654790,-0.202920,1.872040,0,0,0,0
-15.2,14.8,0.399403,-3.675031,-0.215129,1.885107,0,0,0,0
-15.2,15.0,0.378901,-3.695270,-0.227337,1.898153,0,0,0,0
-15.2,15.2,0.358399,-3.715509,-0.239544,1.911178,0,0,0,0
-15.2,15.4,0.337898,-3.735748,-0.251749,1.924181,0,0,0,0
-15.2,15.6,0.317396,-3.755986,-0.263952,1.937163,0,0,0,0
-15.2,15.8,0.296895,-3.776223,-0.276153,1.950123,0,0,0,0
-15.2,16.0,0.276394,-3.796460,-0.288353,1.963060,0,0,0,0
-15.2,16.2,0.255893,-3.816696,-0.300550,1.975974,0,0,0,0
-15.2,16.4,0.235392,-3.836932,-0.312744,1.989025,0,0,0,0
-15.2,16.6,0.214891,-3.857167,-0.324936,2.001930,0,0,0,0
-15.2,16.8,0.194390,-3.877401,-0.337290,2.014816,0,0,0,0
-15.2,17.0,0.173890,-3.897635,-0.349504,2.027683,0,0,0,0
-15.2,17.2,0.153390,-3.917869,-0.361719,2.040530,0,0,0,0
-15.2,17.4,0.132889,-3.938101,-0.373933,2.053357,0,0,0,0
-15.2,17.6,0.112389,-3.958333,-0.386146,2.066164,0,0,0,0
-15.2,17.8,0.091889,-3.978565,-0.398359,2.078950,0,0,0,0
-15.2,18.0,0.071389,-3.998796,-0.410571,2.091715,0,0,0,0
-15.2,18.2,0.050889,-4.019026,-0.422783,2.104459,0,0,0,0
-15.2,18.4,0.030390,-4.039256,-0.434993,2.117181,0,0,0,0
-15.2,18.6,0.009890,-4.059485,-0.447202,2.129881,0,0,0,0
-15.2,18.8,-0.010609,-4.079714,-0.459410,2.142558,0,0,0,0
-15.2,19.0,-0.031108,-4.099942,-0.471616,2.155363,0,0,0,0
-15.2,19.2,-0.051607,-4.120170,-0.483821,2.168031,0,0,0,0
-15.2,19.4,-0.072106,-4.140397,-0.496023,2.180680,0,0,0,0
-15.2,19.6,-0.092605,-4.160623,-0.508224,2.193310,0,0,0,0
-15.2,19.8,-0.113104,-4.180848,-0.520423,2.205922,0,0,0,0
-15.2,20.0,-0.133602,-4.201073,-0.532619,2.218513,0,0,0,0
-15.2,20.2,-0.154101,-4.221298,-0.544813,2.231086,0,0,0,0
-15.2,20.4,-0.174599,-4.241522,-0.557004,2.243638,0,0,0,0
-15.2,20.6,-0.195097,-4.261745,-0.569364,2.256169,0,0,0,0
-15.2,20.8,-0.215595,-4.281968,-0.581578,2.268680,0,0,0,0
-15.2,21.0,-0.236093,-4.302189,-0.593792,2.281170,0,0,0,0
-15.2,21.2,-0.256590,-4.322411,-0.606006,2.293639,0,0,0,0
-15.2,21.4,-0.277088,-4.342632,-0.618219,2.306086,0,0,0,0
-15.2,21.6,-0.297585,-4.362852,-0.630432,2.318650,0,0,0,0
-15.2,21.8,-0.318083,-4.383071,-0.642644,2.331087,0,0,0,0
-15.2,22.0,-0.338580,-4.403291,-0.654855,2.343507,0,0,0,0
-15.2,22.2,-0.359077,-4.423509,-0.667065,2.355908,0,0,0,0
-15.2,22.4,-0.379574,-4.443727,-0.679274,2.368292,0,0,0,0
-15.2,22.6,-0.400071,-4.463944,-0.691481,2.380656,0,0,0,0
-15.2,22.8,-0.420567,-4.484160,-0.703687,2.393003,0,0,0,0
-15.2,23.0,-0.441064,-4.504376,-0.715952,2.405329,0,0,0,0
-15.2,23.2,-0.461560,-4.524591,-0.728213,2.417637,0,0,0,0
-15.2,23.4,-0.482056,-4.544806,-0.740522,2.429983,0,0,0,0
-15.2,23.6,-0.502552,-4.565020,-0.752877,2.442332,0,0,0,0
-15.2,23.8,-0.523048,-4.585233,-0.765279,2.454728,0,0,0,0
-15.2,24.0,-0.543544,-4.605446,-0.777728,2.467172,0,0,0,0
-15.2,24.2,-0.564039,-4.625658,-0.790223,2.479663,0,0,0,0
-15.2,24.4,-0.584535,-4.645870,-0.802764,2.492201,0,0,0,0
-15.2,24.6,-0.605030,-4.666080,-0.815352,2.504786,0,0,0,0
-15.2,24.8,-0.625525,-4.686291,-0.827987,2.517418,0,0,0,0
-15.2,25.0,-0.646021,-4.706500,-0.840668,2.530098,0,0,0,0
-15.2,25.2,-0.666515,-4.726709,-0.853395,2.542824,0,0,0,0
-15.2,25.4,-0.687010,-4.746917,-0.866169,2.555597,0,0,0,0
-15.2,25.6,-0.707505,-4.767125,-0.878988,2.568417,0,0,0,0
-15.2,25.8,-0.727999,-4.787332,-0.891855,2.581284,0,0,0,0
-15.2,26.0,-0.748494,-4.807539,-0.904769,2.594200,0,0,0,0
-15.2,26.2,-0.768988,-4.827744,-0.917741,2.607176,0,0,0,0
-15.2,26.4,-0.789482,-4.847949,-0.930775,2.620214,0,0,0,0
-15.2,26.6,-0.809976,-4.868154,-0.943868,2.633315,0,0,0,0
-15.2,26.8,-0.830469,-4.888357,-0.957022,2.646477,0,0,0,0
-15.2,27.0,-0.850963,-4.908560,-0.970237,2.659702,0,0,0,0
-15.2,27.2,-0.871457,-4.928763,-0.983511,2.672988,0,0,0,0
-15.2,27.4,-0.891950,-4.948965,-0.996846,2.686337,0,0,0,0
-15.2,27.6,-0.912443,-4.969166,-1.010240,2.699747,0,0,0,0
-15.2,27.8,-0.932936,-4.989366,-1.023695,2.713218,0,0,0,0
-15.2,28.0,-0.953429,-5.009566,-1.037210,2.726752,0,0,0,0
-15.2,28.2,-0.973922,-5.029765,-1.050785,2.740347,0,0,0,0
-15.2,28.4,-0.994414,-5.049963,-1.064419,2.754004,0,0,0,0
-15.2,28.6,-1.014907,-5.070161,-1.078114,2.767723,0,0,0,0
-15.2,28.8,-1.035399,-5.090359,-1.091868,2.781502,0,0,0,0
-15.2,29.0,-1.055891,-5.110555,-1.105681,2.795344,0,0,0,0
-15.2,29.2,-1.076383,-5.130751,-1.119555,2.809246,0,0,0,0
-15.2,29.4,-1.096875,-5.150946,-1.133488,2.823210,0,0,0,0
-15.2,29.6,-1.117366,-5.171140,-1.147480,2.837235,0,0,0,0
-15.2,29.8,-1.137858,-5.191334,-1.161532,2.851321,0,0,0,0
-15.2,30.0,-1.158349,-5.211527,-1.175643,2.865468,0,0,0,0
-15.2,30.2,-1.178841,-5.231719,-1.189814,2.879676,0,0,0,0
-15.2,30.4,-1.199332,-5.251911,-1.204044,2.893945,0,0,0,0
-15.2,30.6,-1.219823,-5.272102,-1.218333,2.908275,0,0,0,0
-15.2,30.8,-1.240313,-5.292293,-1.232681,2.922666,0,0,0,0
-15.2,31.0,-1.260804,-5.312482,-1.247088,2.937117,0,0,0,0
-15.2,31.2,-1.281294,-5.332671,-1.261554,2.951629,0,0,0,0
-15.2,31.4,-1.301785,-5.352859,-1.276080,2.966202,0,0,0,0
-15.2,31.6,-1.322275,-5.373047,-1.290663,2.980835,0,0,0,0
-15.2,31.8,-1.342765,-5.393234,-1.305306,2.995529,0,0,0,0
-15.2,32.0,-1.363255,-5.413420,-1.320008,3.010283,0,0,0,0
-15.2,32.2,-1.383744,-5.433606,-1.334768,3.025097,0,0,0,0
-15.2,32.4,-1.404234,-5.453791,-1.349587,3.039971,0,0,0,0
-15.2,32.6,-1.424723,-5.473975,-1.364464,3.054906,0,0,0,0
-15.2,32.8,-1.445213,-5.494158,-1.379400,3.069901,0,0,0,0
-15.2,33.0,-1.465702,-5.514341,-1.394394,3.084955,0,0,0,0
-15.2,33.2,-1.486191,-5.534523,-1.409447,3.100070,0,0,0,0
-15.2,33.4,-1.506679,-5.554704,-1.424558,3.115245,0,0,0,0
-15.2,33.6,-1.527168,-5.574885,-1.439727,3.130479,0,0,0,0
-15.2,33.8,-1.547656,-5.595065,-1.454954,3.145773,0,0,0,0
-15.2,34.0,-1.568145,-5.615244,-1.470239,3.161127,0,0,0,0
-15.2,34.2,-1.588633,-5.635422,-1.485582,3.176540,0,0,0,0
-15.2,34.4,-1.609121,-5.655600,-1.500983,3.192013,0,0,0,0
-15.2,34.6,-1.629609,-5.675777,-1.516442,3.207546,0,0,0,0
-15.2,34.8,-1.650096,-5.695953,-1.531959,3.223138,0,0,0,0
-15.2,35.0,-1.670584,-5.716129,-1.547534,3.238789,0,0,0,0
-15.2,35.2,-1.691071,-5.736303,-1.563166,3.254500,0,0,0,0
-15.2,35.4,-1.711558,-5.756477,-1.578856,3.270270,0,0,0,0
-15.2,35.6,-1.732045,-5.776651,-1.594604,3.286100,0,0,0,0
-15.2,35.8,-1.752532,-5.796824,-1.610409,3.301989,0,0,0,0
-15.2,36.0,-1.773019,-5.816996,-1.626272,3.317937,0,0,0,0
-15.2,36.2,-1.793505,-5.837167,-1.642192,3.333943,0,0,0,0
-15.2,36.4,-1.813992,-5.857337,-1.658170,3.350009,0,0,0,0
-15.2,36.6,-1.834478,-5.877507,-1.674205,3.366134,0,0,0,0
-15.2,36.8,-1.854964,-5.897676,-1.690298,3.382318,0,0,0,0
-15.2,37.0,-1.875450,-5.917844,-1.706447,3.398560,0,0,0,0
-15.2,37.2,-1.895936,-5.938011,-1.722654,3.414861,0,0,0,0
-15.2,37.4,-1.916421,-5.958178,-1.738918,3.431220,0,0,0,0
-15.2,37.6,-1.936906,-5.978344,-1.755239,3.447638,0,0,0,0
-15.2,37.8,-1.957392,-5.998509,-1.771617,3.464114,0,0,0,0
-15.2,38.0,-1.977877,-6.018674,-1.788051,3.480649,0,0,0,0
-15.2,38.2,-1.998362,-6.038837,-1.804543,3.497242,0,0,0,0
-15.2,38.4,-2.018846,-6.059000,-1.821091,3.513893,0,0,0,0
-15.2,38.6,-2.039331,-6.079163,-1.837695,3.530602,0,0,0,0
-15.2,38.8,-2.059815,-6.099324,-1.854356,3.547369,0,0,0,0
-15.2,39.0,-2.080300,-6.119485,-1.871074,3.564194,0,0,0,0
-15.2,39.2,-2.100784,-6.139645,-1.887848,3.581077,0,0,0,0
-15.2,39.4,-2.121268,-6.159804,-1.904678,3.598017,0,0,0,0
-15.2,39.6,-2.141751,-6.179962,-1.921565,3.615016,0,0,0,0
-15.2,39.8,-2.162235,-6.200120,-1.938508,3.632071,0,0,0,0
-15.2,40.0,-2.182718,-6.220277,-1.955506,3.649184,0,0,0,0
-15.2,40.2,-2.203202,-6.240433,-1.972561,3.666355,0,0,0,0
-15.2,40.4,-2.223685,-6.260588,-1.989671,3.683583,0,0,0,0
-15.2,40.6,-2.244167,-6.280743,-2.006838,3.700868,0,0,0,0
-15.2,40.8,-2.264650,-6.300896,-2.024060,3.718210,0,0,0,0
-15.2,41.0,-2.285133,-6.321049,-2.041338,3.735610,0,0,0,0
-15.2,41.2,-2.305615,-6.341201,-2.058671,3.753066,0,0,0,0
-15.2,41.4,-2.326097,-6.361353,-2.076060,3.770579,0,0,0,0
-15.2,41.6,-2.346579,-6.381504,-2.093504,3.788149,0,0,0,0
-15.2,41.8,-2.367061,-6.401653,-2.111004,3.805776,0,0,0,0
-15.2,42.0,-2.387543,-6.421802,-2.128559,3.823459,0,0,0,0
-15.2,42.2,-2.408024,-6.441950,-2.146169,3.841199,0,0,0,0
-15.2,42.4,-2.428506,-6.462098,-2.163834,3.858995,0,0,0,0
-15.2,42.6,-2.448987,-6.482244,-2.181554,3.876848,0,0,0,0
-15.2,42.8,-2.469468,-6.502390,-2.199329,3.894757,0,0,0,0
-15.2,43.0,-2.489949,-6.522535,-2.217159,3.912722,0,0,0,0
-15.2,43.2,-2.510429,-6.542679,-2.235044,3.930743,0,0,0,0
-15.2,43.4,-2.530910,-6.562823,-2.252983,3.948820,0,0,0,0
-15.2,43.6,-2.551390,-6.582965,-2.270977,3.966953,0,0,0,0
-15.2,43.8,-2.571870,-6.603107,-2.289025,3.985142,0,0,0,0
-15.2,44.0,-2.592350,-6.623248,-2.307128,4.003386,0,0,0,0
-15.2,44.2,-2.612830,-6.643388,-2.325285,4.021686,0,0,0,0
-15.2,44.4,-2.633309,-6.663528,-2.343496,4.040041,0,0,0,0
-15.2,44.6,-2.653789,-6.683666,-2.361762,4.058452,0,0,0,0
-15.2,44.8,-2.674268,-6.703804,-2.380081,4.076919,0,0,0,0
-15.2,45.0,-2.694747,-6.723941,-2.398455,4.095440,0,0,0,0
-15.2,45.2,-2.715226,-6.744077,-2.416882,4.114017,0,0,0,0
-15.2,45.4,-2.735705,-6.764212,-2.435363,4.132648,0,0,0,0
-15.2,45.6,-2.756183,-6.784347,-2.453898,4.151335,0,0,0,0
-15.2,45.8,-2.776661,-6.804480,-2.472487,4.170076,0,0,0,0
-15.2,46.0,-2.797140,-6.824613,-2.491129,4.188873,0,0,0,0
-15.2,46.2,-2.817618,-6.844745,-2.509824,4.207724,0,0,0,0
-15.2,46.4,-2.838095,-6.864876,-2.528573,4.226629,0,0,0,0
-15.2,46.6,-2.858573,-6.885006,-2.547375,4.245589,0,0,0,0
-15.2,46.8,-2.879050,-6.905135,-2.566230,4.264603,0,0,0,0
-15.2,47.0,-2.899528,-6.925264,-2.585139,4.283671,0,0,0,0
